,ID,fsID,start,end,salience,fold,Class,class
5262,44737-5-0-2,44737,1,5,1,7,5,engine_idling
5263,44737-5-0-3,44737,1.5,5.5,1,7,5,engine_idling
5264,44831-3-0-0,44831,1.951541,5.951541,2,3,3,dog_bark
5265,44831-3-1-0,44831,10.038318,11.313835,2,3,3,dog_bark
5266,44831-3-2-0,44831,20.35725,21.81134,2,3,3,dog_bark
5267,45256-1-0-0,45256,0,0.275708,2,5,1,car_horn
5268,46299-2-0-0,46299,0,4,2,6,2,children_playing
5269,46299-2-0-16,46299,8,12,2,6,2,children_playing
5270,46299-2-0-21,46299,10.5,14.5,2,6,2,children_playing
5271,46299-2-0-22,46299,11,15,2,6,2,children_playing
5272,46299-2-0-36,46299,18,22,2,6,2,children_playing
5273,46299-2-0-48,46299,24,28,2,6,2,children_playing
5274,46299-2-0-8,46299,4,8,2,6,2,children_playing
5275,46299-2-0-9,46299,4.5,8.5,2,6,2,children_playing
5276,46391-1-0-0,46391,55.735952,59.735952,2,5,1,car_horn
5277,46391-1-1-0,46391,98.480072,99.570989,2,5,1,car_horn
5278,46654-6-0-0,46654,0.084334,1.222838,1,1,6,gun_shot
5279,46655-6-0-0,46655,0.365045,1.559262,1,2,6,gun_shot
5280,46656-6-0-0,46656,0.247654,1.666033,1,1,6,gun_shot
5281,46656-6-1-0,46656,3.32081,4.637877,1,1,6,gun_shot
5282,46656-6-2-0,46656,5.549692,7.046871,1,1,6,gun_shot
5283,46656-6-3-0,46656,7.519664,8.938044,1,1,6,gun_shot
5284,46656-6-4-0,46656,9.118156,10.626591,1,1,6,gun_shot
5285,46656-6-5-0,46656,10.761675,12.112513,1,1,6,gun_shot
5286,46668-4-0-0,46668,0.306953,4.306953,1,2,4,drilling
5287,46668-4-0-1,46668,0.806953,4.806953,1,2,4,drilling
5288,46668-4-0-2,46668,1.306953,5.306953,1,2,4,drilling
5289,46669-4-0-0,46669,0,4,1,1,4,drilling
5290,46669-4-0-10,46669,5,9,1,1,4,drilling
5291,46669-4-0-2,46669,1,5,1,1,4,drilling
5292,46669-4-0-24,46669,12,16,1,1,4,drilling
5293,46669-4-0-26,46669,13,17,1,1,4,drilling
5294,46669-4-0-3,46669,1.5,5.5,1,1,4,drilling
5295,46669-4-0-30,46669,15,19,1,1,4,drilling
5296,46669-4-0-31,46669,15.5,19.5,1,1,4,drilling
5297,46669-4-0-32,46669,16,20,1,1,4,drilling
5298,46669-4-0-33,46669,16.5,20.5,1,1,4,drilling
5299,46669-4-0-35,46669,17.5,21.5,1,1,4,drilling
5300,46669-4-0-36,46669,18,22,1,1,4,drilling
5301,46669-4-0-37,46669,18.5,22.5,1,1,4,drilling
5302,46669-4-0-39,46669,19.5,23.5,1,1,4,drilling
5303,46669-4-0-4,46669,2,6,1,1,4,drilling
5304,46669-4-0-45,46669,22.5,26.5,1,1,4,drilling
5305,46669-4-0-48,46669,24,28,1,1,4,drilling
5306,46669-4-0-49,46669,24.5,28.5,1,1,4,drilling
5307,46669-4-0-54,46669,27,31,1,1,4,drilling
5308,46669-4-0-61,46669,30.5,34.5,1,1,4,drilling
5309,46669-4-0-63,46669,31.5,35.5,1,1,4,drilling
5310,46669-4-0-8,46669,4,8,1,1,4,drilling
5311,46669-4-0-9,46669,4.5,8.5,1,1,4,drilling
5312,46918-5-0-0,46918,6.000195,10.000195,2,1,5,engine_idling
5313,46918-5-0-1,46918,6.500195,10.500195,2,1,5,engine_idling
5314,46918-5-0-2,46918,7.000195,11.000195,2,1,5,engine_idling
5315,47019-2-0-42,47019,21,25,1,4,2,children_playing
5316,47019-2-0-44,47019,22,26,1,4,2,children_playing
5317,47019-2-0-55,47019,27.5,31.5,1,4,2,children_playing
5318,47019-2-0-65,47019,32.5,36.5,1,4,2,children_playing
5319,47019-2-0-66,47019,33,37,1,4,2,children_playing
5320,47019-2-0-69,47019,34.5,38.5,1,4,2,children_playing
5321,47019-2-0-73,47019,36.5,40.5,1,4,2,children_playing
5322,47160-0-0-0,47160,0.056394,4.056394,1,6,0,air_conditioner
5323,47160-0-0-1,47160,0.556394,4.556394,1,6,0,air_conditioner
5324,47160-0-0-2,47160,1.056394,5.056394,1,6,0,air_conditioner
5325,47160-0-0-3,47160,1.556394,5.556394,1,6,0,air_conditioner
5326,47160-0-0-4,47160,2.056394,6.056394,1,6,0,air_conditioner
5327,47926-3-0-0,47926,1.674351,2.683324,1,4,3,dog_bark
5328,47926-3-1-0,47926,3.315978,3.752291,1,4,3,dog_bark
5329,47926-3-2-0,47926,4.90852,6.075657,1,4,3,dog_bark
5330,47926-3-3-0,47926,6.593779,7.433681,1,4,3,dog_bark
5331,4910-3-0-0,4910,0.031494,0.647731,1,6,3,dog_bark
5332,4911-3-0-0,4911,0.008108,0.217438,1,2,3,dog_bark
5333,4912-3-0-0,4912,0,0.231748,1,6,3,dog_bark
5334,4912-3-1-0,4912,0.516166,0.859574,1,6,3,dog_bark
5335,4912-3-2-0,4912,1.666477,1.990924,1,6,3,dog_bark
5336,4912-3-3-0,4912,2.370148,2.646139,1,6,3,dog_bark
5337,4918-3-0-0,4918,0,0.3744,1,8,3,dog_bark
5338,4918-3-1-0,4918,1.421333,2.343467,1,8,3,dog_bark
5339,4918-3-3-0,4918,4.8672,5.2832,1,8,3,dog_bark
5340,4918-3-4-0,4918,7.4672,8.389333,1,8,3,dog_bark
5341,49312-2-0-1,49312,0.5,4.5,1,5,2,children_playing
5342,49312-2-0-10,49312,5,9,1,5,2,children_playing
5343,49312-2-0-16,49312,8,12,1,5,2,children_playing
5344,49312-2-0-17,49312,8.5,12.5,1,5,2,children_playing
5345,49312-2-0-2,49312,1,5,1,5,2,children_playing
5346,49312-2-0-5,49312,2.5,6.5,1,5,2,children_playing
5347,49312-2-0-7,49312,3.5,7.5,1,5,2,children_playing
5348,49313-2-0-1,49313,0.5,4.5,1,7,2,children_playing
5349,49313-2-0-10,49313,5,9,1,7,2,children_playing
5350,49313-2-0-13,49313,6.5,10.5,1,7,2,children_playing
5351,49313-2-0-20,49313,10,14,1,7,2,children_playing
5352,49313-2-0-30,49313,15,19,1,7,2,children_playing
5353,49313-2-0-4,49313,2,6,1,7,2,children_playing
5354,49313-2-0-9,49313,4.5,8.5,1,7,2,children_playing
5355,49485-9-0-138,49485,71.24779,75.24779,1,3,9,street_music
5356,49485-9-0-142,49485,73.24779,77.24779,1,3,9,street_music
5357,49485-9-0-154,49485,79.24779,83.24779,1,3,9,street_music
5358,49485-9-0-24,49485,14.24779,18.24779,1,3,9,street_music
5359,49485-9-0-28,49485,16.24779,20.24779,1,3,9,street_music
5360,49485-9-0-91,49485,47.74779,51.74779,1,3,9,street_music
5361,49769-5-0-0,49769,0.14176,4.14176,1,3,5,engine_idling
5362,49769-5-1-0,49769,21.095675,22.539856,1,3,5,engine_idling
5363,49808-3-0-6,49808,3,7,2,2,3,dog_bark
5364,49808-3-1-22,49808,67.882376,71.882376,2,2,3,dog_bark
5365,49808-3-1-8,49808,60.882376,64.882376,2,2,3,dog_bark
5366,49809-3-0-0,49809,0,0.718468,2,3,3,dog_bark
5367,49809-3-3-0,49809,18.125927,20.897162,2,3,3,dog_bark
5368,49809-3-4-0,49809,22.477792,23.791562,2,3,3,dog_bark
5369,49974-1-0-0,49974,0,2.588,1,8,1,car_horn
5370,50413-4-0-0,50413,0.036027,4.036027,1,5,4,drilling
5371,50413-4-0-1,50413,0.536027,4.536027,1,5,4,drilling
5372,50413-4-0-2,50413,1.036027,5.036027,1,5,4,drilling
5373,50413-4-0-3,50413,1.536027,5.536027,1,5,4,drilling
5374,50415-4-0-0,50415,0,4,1,7,4,drilling
5375,50415-4-0-1,50415,0.5,4.5,1,7,4,drilling
5376,50416-4-0-0,50416,0.058705,4.058705,1,2,4,drilling
5377,50416-4-0-1,50416,0.558705,4.558705,1,2,4,drilling
5378,50416-4-0-2,50416,1.058705,5.058705,1,2,4,drilling
5379,50454-5-0-0,50454,0,4,1,7,5,engine_idling
5380,50455-5-0-0,50455,0,4,1,6,5,engine_idling
5381,50612-3-0-0,50612,0,0.769615,1,7,3,dog_bark
5382,50613-3-0-0,50613,0,0.538526,1,8,3,dog_bark
5383,50614-3-0-0,50614,0,1,1,7,3,dog_bark
5384,50618-6-0-0,50618,7.305945,8.639775,1,4,6,gun_shot
5385,50629-4-0-0,50629,0,4,1,7,4,drilling
5386,50629-4-0-1,50629,0.5,4.5,1,7,4,drilling
5387,50629-4-1-0,50629,15.513354,19.513354,1,7,4,drilling
5388,50629-4-1-1,50629,16.013354,20.013354,1,7,4,drilling
5389,50629-4-1-11,50629,21.013354,25.013354,1,7,4,drilling
5390,50629-4-1-13,50629,22.013354,26.013354,1,7,4,drilling
5391,50629-4-1-2,50629,16.513354,20.513354,1,7,4,drilling
5392,50629-4-1-3,50629,17.013354,21.013354,1,7,4,drilling
5393,50629-4-1-4,50629,17.513354,21.513354,1,7,4,drilling
5394,50629-4-1-8,50629,19.513354,23.513354,1,7,4,drilling
5395,50629-4-1-9,50629,20.013354,24.013354,1,7,4,drilling
5396,50629-4-2-0,50629,64.186504,66.578146,1,7,4,drilling
5397,50629-4-3-0,50629,73.171322,77.171322,1,7,4,drilling
5398,50629-4-4-0,50629,79.63522,83.63522,1,7,4,drilling
5399,50629-4-4-3,50629,81.13522,85.13522,1,7,4,drilling
5400,50629-4-4-8,50629,83.63522,87.63522,1,7,4,drilling
5401,50629-4-4-9,50629,84.13522,88.13522,1,7,4,drilling
5402,50661-5-0-0,50661,0,4,1,4,5,engine_idling
5403,50661-5-0-1,50661,0.5,4.5,1,4,5,engine_idling
5404,50661-5-0-2,50661,1,5,1,4,5,engine_idling
5405,50661-5-0-3,50661,1.5,5.5,1,4,5,engine_idling
5406,50661-5-0-4,50661,2,6,1,4,5,engine_idling
5407,50661-5-0-5,50661,2.5,6.5,1,4,5,engine_idling
5408,50668-5-0-0,50668,0,4,1,8,5,engine_idling
5409,50668-5-0-1,50668,0.5,4.5,1,8,5,engine_idling
5410,50668-5-0-2,50668,1,5,1,8,5,engine_idling
5411,50668-5-1-0,50668,11.614949,12.519107,1,8,5,engine_idling
5412,50668-5-2-0,50668,15.6257,16.41394,1,8,5,engine_idling
5413,50668-5-3-0,50668,21.954804,25.594618,1,8,5,engine_idling
5414,50668-5-4-0,50668,26.313308,29.025781,1,8,5,engine_idling
5415,50668-5-5-0,50668,31.715071,35.715071,1,8,5,engine_idling
5416,50668-5-5-1,50668,32.215071,36.215071,1,8,5,engine_idling
5417,50668-5-5-2,50668,32.715071,36.715071,1,8,5,engine_idling
5418,50668-5-6-0,50668,50.076427,51.768825,1,8,5,engine_idling
5419,50668-5-7-0,50668,55.199988,58.932536,1,8,5,engine_idling
5420,50885-3-0-2,50885,1,5,1,5,3,dog_bark
5421,50885-3-0-3,50885,1.5,5.5,1,5,3,dog_bark
5422,50885-3-0-4,50885,2,6,1,5,3,dog_bark
5423,50885-3-0-5,50885,2.5,6.5,1,5,3,dog_bark
5424,50898-5-0-0,50898,1.187763,4.777279,1,2,5,engine_idling
5425,50901-0-0-0,50901,1.006702,5.006702,1,1,0,air_conditioner
5426,50901-0-1-0,50901,9.021096,13.021096,1,1,0,air_conditioner
5427,50901-0-1-1,50901,9.521096,13.521096,1,1,0,air_conditioner
5428,51022-3-13-0,51022,19.916516,21.377728,2,1,3,dog_bark
5429,51022-3-29-0,51022,44.136601,44.596982,1,1,3,dog_bark
5430,51022-3-30-4,51022,46.647024,50.647024,2,1,3,dog_bark
5431,51022-3-7-0,51022,14.201777,15.292682,2,1,3,dog_bark
5432,51027-3-0-7,51027,3.5,7.5,2,6,3,dog_bark
5433,51027-3-0-9,51027,4.5,8.5,2,6,3,dog_bark
5434,51027-3-1-1,51027,38.559406,42.559406,2,6,3,dog_bark
5435,51027-3-1-4,51027,40.059406,44.059406,2,6,3,dog_bark
5436,518-4-0-0,518,0.242743,4.242743,1,7,4,drilling
5437,518-4-0-1,518,0.742743,4.742743,1,7,4,drilling
5438,518-4-0-2,518,1.242743,5.242743,1,7,4,drilling
5439,518-4-0-3,518,1.742743,5.742743,1,7,4,drilling
5440,52077-3-0-13,52077,7.10243,11.10243,1,3,3,dog_bark
5441,52077-3-0-17,52077,9.10243,13.10243,1,3,3,dog_bark
5442,52077-3-0-3,52077,2.10243,6.10243,1,3,3,dog_bark
5443,52077-3-0-8,52077,4.60243,8.60243,1,3,3,dog_bark
5444,52102-1-0-0,52102,32.140691,32.564609,2,5,1,car_horn
5445,52284-6-0-0,52284,0.035404,0.803219,1,8,6,gun_shot
5446,52357-6-0-0,52357,0.033194,0.902864,1,3,6,gun_shot
5447,52441-3-0-0,52441,0,4,1,4,3,dog_bark
5448,52441-3-0-13,52441,6.5,10.5,1,4,3,dog_bark
5449,52441-3-0-8,52441,4,8,1,4,3,dog_bark
5450,52441-3-1-2,52441,47.843242,51.843242,1,4,3,dog_bark
5451,52633-3-0-1,52633,0.5,4.5,1,8,3,dog_bark
5452,52633-3-0-2,52633,1,5,1,8,3,dog_bark
5453,52633-3-0-8,52633,4,8,1,8,3,dog_bark
5454,52633-3-0-9,52633,4.5,8.5,1,8,3,dog_bark
5455,52882-2-0-0,52882,0,4,1,6,2,children_playing
5456,52882-2-0-11,52882,5.5,9.5,1,6,2,children_playing
5457,52882-2-0-3,52882,1.5,5.5,1,6,2,children_playing
5458,52882-2-0-4,52882,2,6,1,6,2,children_playing
5459,52882-2-0-6,52882,3,7,1,6,2,children_playing
5460,52882-2-0-7,52882,3.5,7.5,1,6,2,children_playing
5461,52882-2-0-8,52882,4,8,1,6,2,children_playing
5462,54067-2-0-23,54067,11.5,15.5,1,3,2,children_playing
5463,54067-2-0-33,54067,16.5,20.5,1,3,2,children_playing
5464,54067-2-0-48,54067,24,28,1,3,2,children_playing
5465,54067-2-0-60,54067,30,34,1,3,2,children_playing
5466,54067-2-0-70,54067,35,39,1,3,2,children_playing
5467,54067-2-0-71,54067,35.5,39.5,1,3,2,children_playing
5468,54067-2-0-80,54067,40,44,1,3,2,children_playing
5469,54081-9-0-24,54081,20.638099,24.638099,2,4,9,street_music
5470,54081-9-0-47,54081,32.138099,36.138099,2,4,9,street_music
5471,54081-9-0-56,54081,36.638099,40.638099,2,4,9,street_music
5472,54081-9-0-87,54081,52.138099,56.138099,2,4,9,street_music
5473,54081-9-0-93,54081,55.138099,59.138099,2,4,9,street_music
5474,54173-2-0-18,54173,12.153856,16.153856,2,4,2,children_playing
5475,54173-2-0-2,54173,4.153856,8.153856,2,4,2,children_playing
5476,54173-2-0-21,54173,13.653856,17.653856,2,4,2,children_playing
5477,54173-2-0-26,54173,16.153856,20.153856,2,4,2,children_playing
5478,54173-2-0-28,54173,17.153856,21.153856,2,4,2,children_playing
5479,54173-2-0-4,54173,5.153856,9.153856,2,4,2,children_playing
5480,54173-2-0-5,54173,5.653856,9.653856,2,4,2,children_playing
5481,54173-2-0-9,54173,7.653856,11.653856,2,4,2,children_playing
5482,54383-0-0-0,54383,0,4,1,8,0,air_conditioner
5483,54383-0-0-1,54383,0.5,4.5,1,8,0,air_conditioner
5484,54383-0-0-10,54383,5,9,1,8,0,air_conditioner
5485,54383-0-0-11,54383,5.5,9.5,1,8,0,air_conditioner
5486,54383-0-0-2,54383,1,5,1,8,0,air_conditioner
5487,54383-0-0-3,54383,1.5,5.5,1,8,0,air_conditioner
5488,54383-0-0-4,54383,2,6,1,8,0,air_conditioner
5489,54383-0-0-5,54383,2.5,6.5,1,8,0,air_conditioner
5490,54383-0-0-6,54383,3,7,1,8,0,air_conditioner
5491,54383-0-0-7,54383,3.5,7.5,1,8,0,air_conditioner
5492,54383-0-0-8,54383,4,8,1,8,0,air_conditioner
5493,54383-0-0-9,54383,4.5,8.5,1,8,0,air_conditioner
5494,54545-3-0-0,54545,0.826371,4.826371,1,2,3,dog_bark
5495,54545-3-0-1,54545,1.326371,5.326371,1,2,3,dog_bark
5496,54545-3-0-2,54545,1.826371,5.826371,1,2,3,dog_bark
5497,54697-7-0-0,54697,0,4,1,6,7,jackhammer
5498,54697-7-0-1,54697,0.5,4.5,1,6,7,jackhammer
5499,54697-7-0-2,54697,1,5,1,6,7,jackhammer
5500,54697-7-0-3,54697,1.5,5.5,1,6,7,jackhammer
5501,54697-7-0-4,54697,2,6,1,6,7,jackhammer
5502,54858-3-0-0,54858,28.04638,32.04638,2,1,3,dog_bark
5503,54858-3-1-2,54858,37.898228,41.898228,1,1,3,dog_bark
5504,54858-3-2-0,54858,66.854743,67.739928,1,1,3,dog_bark
5505,54898-8-0-0,54898,46.992301,50.992301,2,3,8,siren
5506,54898-8-0-1,54898,47.492301,51.492301,2,3,8,siren
5507,54898-8-0-10,54898,51.992301,55.992301,2,3,8,siren
5508,54898-8-0-2,54898,47.992301,51.992301,2,3,8,siren
5509,54898-8-0-3,54898,48.492301,52.492301,2,3,8,siren
5510,54898-8-0-4,54898,48.992301,52.992301,2,3,8,siren
5511,54898-8-0-5,54898,49.492301,53.492301,2,3,8,siren
5512,54898-8-0-6,54898,49.992301,53.992301,2,3,8,siren
5513,54898-8-0-7,54898,50.492301,54.492301,2,3,8,siren
5514,54898-8-0-8,54898,50.992301,54.992301,2,3,8,siren
5515,54898-8-0-9,54898,51.492301,55.492301,2,3,8,siren
5516,54914-2-0-23,54914,11.5,15.5,2,8,2,children_playing
5517,54914-2-0-26,54914,13,17,2,8,2,children_playing
5518,54914-2-0-27,54914,13.5,17.5,2,8,2,children_playing
5519,54914-2-0-3,54914,1.5,5.5,2,8,2,children_playing
5520,54914-2-0-34,54914,17,21,2,8,2,children_playing
5521,54914-2-0-35,54914,17.5,21.5,2,8,2,children_playing
5522,54914-2-0-48,54914,24,28,2,8,2,children_playing
5523,55013-3-0-1,55013,0.5,4.5,2,8,3,dog_bark
5524,55013-3-0-3,55013,1.5,5.5,2,8,3,dog_bark
5525,55013-3-0-4,55013,2,6,2,8,3,dog_bark
5526,55013-3-0-7,55013,3.5,7.5,2,8,3,dog_bark
5527,55018-0-0-102,55018,55.041583,59.041583,1,4,0,air_conditioner
5528,55018-0-0-106,55018,57.041583,61.041583,1,4,0,air_conditioner
5529,55018-0-0-110,55018,59.041583,63.041583,1,4,0,air_conditioner
5530,55018-0-0-116,55018,62.041583,66.041583,1,4,0,air_conditioner
5531,55018-0-0-121,55018,64.541583,68.541583,1,4,0,air_conditioner
5532,55018-0-0-145,55018,76.541583,80.541583,1,4,0,air_conditioner
5533,55018-0-0-146,55018,77.041583,81.041583,1,4,0,air_conditioner
5534,55018-0-0-148,55018,78.041583,82.041583,1,4,0,air_conditioner
5535,55018-0-0-162,55018,85.041583,89.041583,1,4,0,air_conditioner
5536,55018-0-0-194,55018,101.041583,105.041583,1,4,0,air_conditioner
5537,55018-0-0-2,55018,5.041583,9.041583,1,4,0,air_conditioner
5538,55018-0-0-209,55018,108.541583,112.541583,1,4,0,air_conditioner
5539,55018-0-0-246,55018,127.041583,131.041583,1,4,0,air_conditioner
5540,55018-0-0-248,55018,128.041583,132.041583,1,4,0,air_conditioner
5541,55018-0-0-26,55018,17.041583,21.041583,1,4,0,air_conditioner
5542,55018-0-0-37,55018,22.541583,26.541583,1,4,0,air_conditioner
5543,55018-0-0-44,55018,26.041583,30.041583,1,4,0,air_conditioner
5544,55018-0-0-49,55018,28.541583,32.541583,1,4,0,air_conditioner
5545,55018-0-0-8,55018,8.041583,12.041583,1,4,0,air_conditioner
5546,55018-0-0-84,55018,46.041583,50.041583,1,4,0,air_conditioner
5547,55018-0-0-87,55018,47.541583,51.541583,1,4,0,air_conditioner
5548,55018-0-0-92,55018,50.041583,54.041583,1,4,0,air_conditioner
5549,55018-0-0-93,55018,50.541583,54.541583,1,4,0,air_conditioner
5550,55020-4-0-0,55020,0.351364,4.351364,1,1,4,drilling
5551,55020-4-0-1,55020,0.851364,4.851364,1,1,4,drilling
5552,55020-4-0-10,55020,5.351364,9.351364,1,1,4,drilling
5553,55020-4-0-11,55020,5.851364,9.851364,1,1,4,drilling
5554,55020-4-0-12,55020,6.351364,10.351364,1,1,4,drilling
5555,55020-4-0-13,55020,6.851364,10.851364,1,1,4,drilling
5556,55020-4-0-14,55020,7.351364,11.351364,1,1,4,drilling
5557,55020-4-0-2,55020,1.351364,5.351364,1,1,4,drilling
5558,55020-4-0-3,55020,1.851364,5.851364,1,1,4,drilling
5559,55020-4-0-4,55020,2.351364,6.351364,1,1,4,drilling
5560,55020-4-0-5,55020,2.851364,6.851364,1,1,4,drilling
5561,55020-4-0-6,55020,3.351364,7.351364,1,1,4,drilling
5562,55020-4-0-7,55020,3.851364,7.851364,1,1,4,drilling
5563,55020-4-0-8,55020,4.351364,8.351364,1,1,4,drilling
5564,55020-4-0-9,55020,4.851364,8.851364,1,1,4,drilling
5565,55728-9-0-14,55728,7,11,1,4,9,street_music
5566,55728-9-0-28,55728,14,18,1,4,9,street_music
5567,55728-9-0-30,55728,15,19,1,4,9,street_music
5568,55728-9-0-34,55728,17,21,1,4,9,street_music
5569,55728-9-0-67,55728,33.5,37.5,1,4,9,street_music
5570,55728-9-0-8,55728,4,8,1,4,9,street_music
5571,56385-0-0-0,56385,0,4,2,2,0,air_conditioner
5572,56385-0-0-1,56385,0.5,4.5,2,2,0,air_conditioner
5573,56385-0-0-2,56385,1,5,2,2,0,air_conditioner
5574,57320-0-0-0,57320,0,4,2,1,0,air_conditioner
5575,57320-0-0-10,57320,5,9,2,1,0,air_conditioner
5576,57320-0-0-11,57320,5.5,9.5,2,1,0,air_conditioner
5577,57320-0-0-13,57320,6.5,10.5,2,1,0,air_conditioner
5578,57320-0-0-15,57320,7.5,11.5,2,1,0,air_conditioner
5579,57320-0-0-21,57320,10.5,14.5,2,1,0,air_conditioner
5580,57320-0-0-22,57320,11,15,2,1,0,air_conditioner
5581,57320-0-0-24,57320,12,16,2,1,0,air_conditioner
5582,57320-0-0-27,57320,13.5,17.5,2,1,0,air_conditioner
5583,57320-0-0-31,57320,15.5,19.5,2,1,0,air_conditioner
5584,57320-0-0-32,57320,16,20,2,1,0,air_conditioner
5585,57320-0-0-33,57320,16.5,20.5,2,1,0,air_conditioner
5586,57320-0-0-34,57320,17,21,2,1,0,air_conditioner
5587,57320-0-0-36,57320,18,22,2,1,0,air_conditioner
5588,57320-0-0-37,57320,18.5,22.5,2,1,0,air_conditioner
5589,57320-0-0-38,57320,19,23,2,1,0,air_conditioner
5590,57320-0-0-39,57320,19.5,23.5,2,1,0,air_conditioner
5591,57320-0-0-4,57320,2,6,2,1,0,air_conditioner
5592,57320-0-0-42,57320,21,25,2,1,0,air_conditioner
5593,57320-0-0-45,57320,22.5,26.5,2,1,0,air_conditioner
5594,57320-0-0-5,57320,2.5,6.5,2,1,0,air_conditioner
5595,57320-0-0-6,57320,3,7,2,1,0,air_conditioner
5596,57320-0-0-7,57320,3.5,7.5,2,1,0,air_conditioner
5597,57320-0-0-9,57320,4.5,8.5,2,1,0,air_conditioner
5598,57323-8-0-0,57323,11.964873,15.964873,2,7,8,siren
5599,57323-8-0-1,57323,12.464873,16.464873,2,7,8,siren
5600,57323-8-0-10,57323,16.964873,20.964873,2,7,8,siren
5601,57323-8-0-11,57323,17.464873,21.464873,2,7,8,siren
5602,57323-8-0-2,57323,12.964873,16.964873,2,7,8,siren
5603,57323-8-0-3,57323,13.464873,17.464873,2,7,8,siren
5604,57323-8-0-4,57323,13.964873,17.964873,2,7,8,siren
5605,57323-8-0-5,57323,14.464873,18.464873,2,7,8,siren
5606,57323-8-0-6,57323,14.964873,18.964873,2,7,8,siren
5607,57323-8-0-7,57323,15.464873,19.464873,2,7,8,siren
5608,57323-8-0-8,57323,15.964873,19.964873,2,7,8,siren
5609,57323-8-0-9,57323,16.464873,20.464873,2,7,8,siren
5610,57323-8-2-0,57323,47.816987,49.98469,2,7,8,siren
5611,57553-3-0-0,57553,0,1.715423,2,1,3,dog_bark
5612,57553-3-1-0,57553,9.679885,11.932555,2,1,3,dog_bark
5613,57553-3-2-0,57553,13.063603,14.279479,2,1,3,dog_bark
5614,57584-4-0-0,57584,0,4,2,1,4,drilling
5615,57584-4-0-1,57584,0.5,4.5,2,1,4,drilling
5616,57584-4-0-2,57584,1,5,2,1,4,drilling
5617,57584-4-0-3,57584,1.5,5.5,2,1,4,drilling
5618,57584-4-0-4,57584,2,6,2,1,4,drilling
5619,57584-4-0-5,57584,2.5,6.5,2,1,4,drilling
5620,57584-4-0-6,57584,3,7,2,1,4,drilling
5621,57584-4-0-7,57584,3.5,7.5,2,1,4,drilling
5622,57584-4-0-8,57584,4,8,2,1,4,drilling
5623,57596-3-0-0,57596,0.591383,3.288668,2,7,3,dog_bark
5624,57596-3-1-0,57596,5.921045,9.921045,2,7,3,dog_bark
5625,57607-1-0-0,57607,9.765042,10.262624,2,6,1,car_horn
5626,57696-4-0-0,57696,0,4,1,7,4,drilling
5627,57696-4-0-1,57696,0.5,4.5,1,7,4,drilling
5628,57696-4-0-2,57696,1,5,1,7,4,drilling
5629,57696-4-0-3,57696,1.5,5.5,1,7,4,drilling
5630,57696-4-0-4,57696,2,6,1,7,4,drilling
5631,57696-4-0-5,57696,2.5,6.5,1,7,4,drilling
5632,58005-4-0-13,58005,11.565261,15.565261,1,6,4,drilling
5633,58005-4-0-17,58005,13.565261,17.565261,1,6,4,drilling
5634,58005-4-0-23,58005,16.565261,20.565261,1,6,4,drilling
5635,58005-4-0-24,58005,17.065261,21.065261,1,6,4,drilling
5636,58005-4-0-26,58005,18.065261,22.065261,1,6,4,drilling
5637,58005-4-0-30,58005,20.065261,24.065261,1,6,4,drilling
5638,58005-4-0-32,58005,21.065261,25.065261,1,6,4,drilling
5639,58005-4-0-34,58005,22.065261,26.065261,1,6,4,drilling
5640,58005-4-0-40,58005,25.065261,29.065261,1,6,4,drilling
5641,58005-4-0-41,58005,25.565261,29.565261,1,6,4,drilling
5642,58005-4-0-44,58005,27.065261,31.065261,1,6,4,drilling
5643,58005-4-0-45,58005,27.565261,31.565261,1,6,4,drilling
5644,58005-4-0-51,58005,30.565261,34.565261,1,6,4,drilling
5645,58005-4-0-55,58005,32.565261,36.565261,1,6,4,drilling
5646,58005-4-0-63,58005,36.565261,40.565261,1,6,4,drilling
5647,58005-4-0-68,58005,39.065261,43.065261,1,6,4,drilling
5648,58005-4-0-70,58005,40.065261,44.065261,1,6,4,drilling
5649,58005-4-0-76,58005,43.065261,47.065261,1,6,4,drilling
5650,58202-1-0-0,58202,0,1.455435,1,2,1,car_horn
5651,58382-3-0-0,58382,0.224342,4.224342,1,5,3,dog_bark
5652,58806-0-0-0,58806,0,4,1,3,0,air_conditioner
5653,58857-2-0-10,58857,5,9,2,3,2,children_playing
5654,58857-2-0-12,58857,6,10,2,3,2,children_playing
5655,58857-2-0-13,58857,6.5,10.5,2,3,2,children_playing
5656,58857-2-0-14,58857,7,11,2,3,2,children_playing
5657,58857-2-0-16,58857,8,12,2,3,2,children_playing
5658,58857-2-0-25,58857,12.5,16.5,2,3,2,children_playing
5659,58857-2-0-7,58857,3.5,7.5,2,3,2,children_playing
5660,58857-2-0-8,58857,4,8,2,3,2,children_playing
5661,59277-0-0-0,59277,0,4,1,1,0,air_conditioner
5662,59277-0-0-1,59277,0.5,4.5,1,1,0,air_conditioner
5663,59277-0-0-2,59277,1,5,1,1,0,air_conditioner
5664,59277-0-0-3,59277,1.5,5.5,1,1,0,air_conditioner
5665,59277-0-0-4,59277,2,6,1,1,0,air_conditioner
5666,59277-0-0-5,59277,2.5,6.5,1,1,0,air_conditioner
5667,59277-0-0-6,59277,3,7,1,1,0,air_conditioner
5668,59277-0-0-7,59277,3.5,7.5,1,1,0,air_conditioner
5669,59594-4-0-0,59594,0,4,2,2,4,drilling
